Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78127908,42.01787866,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1601,5/8/2025,0.201,On,1112.4,117.50,0.625,7.489,2.205,5.633,304.75,19.99,19.54,0,24,106.54,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.977,0.0015,5.211,0.00024,2.606,0.00012,18.59,0.111,0.00,0.00,31.27,0.0015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0059
-93.78128596,42.01788216,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1602,5/8/2025,0.200,On,1112.4,115.00,1.875,7.420,2.166,5.178,304.79,19.99,19.79,0,24,102.93,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.989,0.0014,5.277,0.00024,2.638,0.00012,18.83,0.108,0.00,0.00,31.66,0.0014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0057
-93.78129281,42.01788557,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1603,5/8/2025,0.200,On,1112.3,111.25,3.750,7.476,2.202,5.779,304.96,19.99,19.92,0,24,101.23,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0014,5.311,0.00023,2.656,0.00012,18.95,0.107,0.00,0.00,31.87,0.0014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0056
-93.78129912,42.01788879,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1604,5/8/2025,0.195,On,1112.3,108.75,5.000,7.536,2.153,6.116,305.17,19.99,20.06,0,24,99.22,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.003,0.0013,5.348,0.00022,2.674,0.00011,19.08,0.103,0.00,0.00,32.09,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0054
-93.78130582,42.01789237,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1605,5/8/2025,0.205,On,1112.4,105.00,6.875,7.440,2.225,5.680,305.02,19.99,20.00,0,24,94.18,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0013,5.334,0.00022,2.667,0.00011,19.03,0.102,0.00,0.00,32.00,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0054
-93.78131253,42.01789599,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1606,5/8/2025,0.195,On,1112.3,102.50,8.125,7.438,2.136,5.330,304.89,19.99,20.14,0,24,92.81,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.007,0.0013,5.371,0.00021,2.686,0.00011,19.16,0.096,0.00,0.00,32.23,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0050
-93.78131896,42.01789948,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1607,5/8/2025,0.205,On,1112.2,98.75,10.000,7.498,2.254,6.036,304.75,19.99,20.25,0,24,89.75,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.012,0.0013,5.400,0.00022,2.700,0.00011,19.26,0.098,0.00,0.00,32.40,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0051
-93.78132541,42.01790288,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1608,5/8/2025,0.199,On,1112.2,96.25,11.25,7.489,2.186,6.294,304.78,19.99,20.25,0,24,87.36,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.012,0.0012,5.400,0.00020,2.700,0.00010,19.26,0.093,0.00,0.00,32.40,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0048
-93.78133213,42.01790620,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1609,5/8/2025,0.200,On,1112.2,92.50,13.12,7.436,2.179,5.977,304.91,19.99,20.27,0,24,83.29,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.013,0.0012,5.405,0.00020,2.703,9.770e-05,19.28,0.089,0.00,0.00,32.43,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0046
-93.78133901,42.01790970,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1610,5/8/2025,0.201,On,1112.2,88.75,15.00,7.427,2.189,5.356,305.04,19.99,20.31,0,24,79.87,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.016,0.0011,5.417,0.00019,2.708,9.436e-05,19.32,0.086,0.00,0.00,32.50,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0045
-93.78134568,42.01791315,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1611,5/8/2025,0.205,On,1112.1,85.00,16.87,7.491,2.241,5.766,305.10,19.99,20.41,0,24,76.81,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.020,0.0011,5.442,0.00019,2.721,9.298e-05,19.42,0.085,0.00,0.00,32.65,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0044
-93.78135235,42.01791647,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1612,5/8/2025,0.195,On,1112.1,82.50,18.12,7.518,2.159,5.785,305.17,19.99,20.47,0,24,75.50,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.024,0.0010,5.459,0.00017,2.730,8.721e-05,19.48,0.080,0.00,0.00,32.76,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0041
-93.78135893,42.01792006,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1613,5/8/2025,0.199,On,1112.2,78.75,20.00,7.498,2.189,5.627,305.06,19.99,20.50,0,24,71.59,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.025,0.0010,5.468,0.00017,2.734,8.452e-05,19.51,0.077,0.00,0.00,32.81,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0040
-93.78136551,42.01792368,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1614,5/8/2025,0.200,On,1112.2,76.25,21.25,7.507,2.202,5.349,304.88,19.99,20.60,0,24,69.38,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.030,0.00099,5.494,0.00017,2.747,8.271e-05,19.60,0.076,0.00,0.00,32.96,0.00099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
-93.78137204,42.01792722,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1615,5/8/2025,0.201,On,1112.1,72.50,23.12,7.527,2.218,5.468,304.80,19.99,20.67,0,24,66.13,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.033,0.00095,5.511,0.00016,2.755,7.948e-05,19.66,0.073,0.00,0.00,33.06,0.00095,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0037
-93.78137857,42.01793056,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1616,5/8/2025,0.195,On,1112.1,70.00,24.37,7.525,2.150,6.017,304.83,19.99,20.52,0,24,63.77,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.026,0.00089,5.471,0.00015,2.735,7.382e-05,19.52,0.067,0.00,0.00,32.82,0.00089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0035
-93.78138528,42.01793391,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1617,5/8/2025,0.205,On,1112.2,66.25,26.25,7.476,2.235,6.109,304.94,19.99,20.55,0,24,59.69,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.027,0.00087,5.479,0.00015,2.740,7.275e-05,19.55,0.066,0.00,0.00,32.88,0.00087,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0034
-93.78139184,42.01793740,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1618,5/8/2025,0.199,On,1112.2,63.75,27.50,7.460,2.189,5.937,304.92,19.99,20.70,0,24,57.95,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.035,0.00083,5.519,0.00014,2.760,6.906e-05,19.69,0.063,0.00,0.00,33.12,0.00083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0032
-93.78139840,42.01794071,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1619,5/8/2025,0.196,On,1112.1,60.00,29.37,7.456,2.130,6.360,304.92,19.99,20.64,0,24,53.88,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.032,0.00076,5.505,0.00013,2.753,6.308e-05,19.64,0.058,0.00,0.00,33.03,0.00076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0029
-93.78140480,42.01794406,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1620,5/8/2025,0.205,On,1112.1,57.50,30.62,7.422,2.232,6.697,304.90,19.99,20.72,0,24,51.73,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.036,0.00076,5.525,0.00013,2.762,6.357e-05,19.71,0.058,0.00,0.00,33.15,0.00076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0029
-93.78141145,42.01794747,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1621,5/8/2025,0.195,On,1112.3,53.75,32.50,7.364,2.117,6.195,304.88,19.99,20.65,0,24,48.22,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.033,0.00067,5.508,0.00011,2.754,5.619e-05,19.65,0.051,0.00,0.00,33.05,0.00067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0026
-93.78141816,42.01795089,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1622,5/8/2025,0.204,On,1112.2,50.00,34.37,7.384,2.209,6.314,304.92,19.99,20.91,0,24,44.74,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.046,0.00066,5.576,0.00011,2.788,5.522e-05,19.89,0.050,0.00,0.00,33.46,0.00066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0025
-93.78142456,42.01795430,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1623,5/8/2025,0.201,On,1112.1,47.50,35.62,7.431,2.179,6.360,304.84,19.99,20.84,0,24,42.56,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.042,0.00062,5.556,0.00010,2.778,5.157e-05,19.82,0.047,0.00,0.00,33.34,0.00062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0024
-93.78143097,42.01795765,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1624,5/8/2025,0.200,On,1112.2,43.75,37.50,7.409,2.182,6.651,304.82,19.99,20.92,0,24,39.45,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.046,0.00057,5.579,9.553e-05,2.790,4.777e-05,19.90,0.044,0.00,0.00,33.47,0.00057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0022
-93.78143761,42.01796118,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1625,5/8/2025,0.200,On,1112.2,40.00,39.37,7.357,2.146,5.924,304.90,19.99,20.94,0,24,35.47,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.047,0.00052,5.585,8.599e-05,2.792,4.299e-05,19.92,0.039,0.00,0.00,33.51,0.00052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0020
-93.78144448,42.01796458,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1626,5/8/2025,0.195,On,1112.1,37.50,40.62,7.386,2.123,5.924,304.95,19.99,20.91,0,24,33.75,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.046,0.00048,5.576,7.963e-05,2.788,3.982e-05,19.89,0.036,0.00,0.00,33.46,0.00048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78145074,42.01796801,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1627,5/8/2025,0.205,On,1112.0,32.50,43.12,7.460,2.241,6.327,304.92,19.99,21.00,0,24,29.37,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.050,0.00044,5.599,7.315e-05,2.800,3.657e-05,19.97,0.033,0.00,0.00,33.59,0.00044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.78145718,42.01797149,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1628,5/8/2025,0.200,On,1112.1,30.00,44.37,7.420,2.166,6.334,304.87,19.99,20.91,0,24,26.85,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.046,0.00039,5.576,6.498e-05,2.788,3.249e-05,19.89,0.030,0.00,0.00,33.46,0.00039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78146390,42.01797490,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1629,5/8/2025,0.200,On,1112.1,27.50,45.62,7.389,2.176,5.733,304.97,19.99,20.86,0,24,24.72,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.043,0.00036,5.562,5.969e-05,2.781,2.984e-05,19.84,0.027,0.00,0.00,33.37,0.00036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78147062,42.01797830,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1630,5/8/2025,0.199,On,1112.0,23.75,47.50,7.418,2.163,5.647,305.04,19.99,21.07,0,24,21.33,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.054,0.00031,5.619,5.176e-05,2.810,2.588e-05,20.05,0.024,0.00,0.00,33.71,0.00031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0012
-93.78147720,42.01798177,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1631,5/8/2025,0.196,On,1112.0,20.00,49.37,7.474,2.146,5.838,305.06,19.99,20.99,0,24,18.10,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.049,0.00026,5.596,4.308e-05,2.798,2.154e-05,19.96,0.020,0.00,0.00,33.58,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00099
-93.78148389,42.01798519,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1632,5/8/2025,0.205,On,1112.0,17.50,50.62,7.487,2.238,5.772,305.10,19.99,21.05,0,24,15.79,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.053,0.00024,5.613,3.943e-05,2.807,1.972e-05,20.03,0.018,0.00,0.00,33.68,0.00024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00090
-93.78149053,42.01798858,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1633,5/8/2025,0.200,On,1112.0,15.00,51.87,7.498,2.209,5.614,305.05,19.99,21.24,0,24,13.69,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.062,0.00020,5.665,3.366e-05,2.832,1.683e-05,20.21,0.015,0.00,0.00,33.99,0.00020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00076
-93.78149703,42.01799213,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1634,5/8/2025,0.204,On,1111.9,11.25,53.75,7.494,2.241,5.442,304.92,19.99,20.98,0,24,10.22,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.049,0.00015,5.593,2.530e-05,2.797,1.265e-05,19.95,0.012,0.00,0.00,33.56,0.00015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00058
-93.78150342,42.01799570,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1635,5/8/2025,0.195,On,1111.9,8.750,55.00,7.485,2.140,5.752,304.85,19.99,21.20,0,24,7.935,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.060,0.00011,5.653,1.898e-05,2.827,9.491e-06,20.17,0.0087,0.00,0.00,33.92,0.00011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00043
-93.78151014,42.01799910,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1636,5/8/2025,0.196,On,1112.0,3.750,57.50,7.456,2.143,5.779,305.03,19.99,21.12,0,24,3.388,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.056,4.871e-05,5.633,8.119e-06,2.817,4.060e-06,20.10,0.0037,0.00,0.00,33.80,4.871e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00018
-93.78151692,42.01800242,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1637,5/8/2025,0.204,On,1111.9,1.250,58.75,7.469,2.235,5.898,305.19,19.99,21.12,0,24,1.132,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.056,1.693e-05,5.633,2.822e-06,2.817,1.411e-06,20.10,0.0013,0.00,0.00,33.80,1.693e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.413e-05
-93.78168402,42.01781163,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1638,5/8/2025,0.206,On,1110.6,1.250,50.00,8.060,2.422,6.393,143.99,19.99,20.17,0,25,1.215,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.009,1.753e-05,5.380,2.921e-06,2.690,1.461e-06,19.19,0.0013,0.00,0.00,32.28,1.753e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.951e-05
-93.78167913,42.01780628,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1639,5/8/2025,0.199,On,1110.6,2.500,50.62,8.069,2.366,6.261,143.57,19.99,21.02,0,25,2.457,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.051,3.568e-05,5.605,5.947e-06,2.802,2.973e-06,20.00,0.0027,0.00,0.00,33.63,3.568e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00014
-93.78152122,42.01765939,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1640,5/8/2025,0.200,On,1110.7,2.500,-43.12,8.048,2.360,6.750,136.25,19.99,20.30,0,26,2.438,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.015,3.437e-05,5.414,5.728e-06,2.707,2.864e-06,19.31,0.0026,0.00,0.00,32.48,3.437e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00014
-93.78151540,42.01765474,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1641,5/8/2025,0.200,On,1110.7,5.000,-41.87,8.048,2.360,6.935,136.18,19.99,21.11,0,26,4.876,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.056,7.149e-05,5.630,1.192e-05,2.815,5.958e-06,20.09,0.0054,0.00,0.00,33.78,7.149e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00027
-93.78150958,42.01765007,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1642,5/8/2025,0.200,On,1110.7,7.500,-41.87,8.008,2.350,6.901,136.16,19.99,20.54,0,26,7.283,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.027,0.00010,5.476,1.731e-05,2.738,8.656e-06,19.54,0.0079,0.00,0.00,32.86,0.00010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00040
-93.78150373,42.01764532,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1643,5/8/2025,0.196,On,1110.7,10.00,-40.62,7.972,2.291,6.499,136.02,19.99,20.56,0,26,9.660,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.028,0.00014,5.482,2.253e-05,2.741,1.126e-05,19.56,0.010,0.00,0.00,32.89,0.00014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00053
-93.78149793,42.01764050,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1644,5/8/2025,0.200,On,1110.7,11.25,-40.00,7.975,2.340,6.835,135.78,19.99,20.77,0,26,10.88,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.039,0.00016,5.539,2.615e-05,2.770,1.308e-05,19.76,0.012,0.00,0.00,33.24,0.00016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00060
-93.78149199,42.01763578,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1645,5/8/2025,0.199,On,1110.6,13.75,-40.00,7.997,2.334,6.842,135.71,19.99,20.67,0,26,13.33,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.033,0.00019,5.511,3.171e-05,2.755,1.586e-05,19.66,0.014,0.00,0.00,33.06,0.00019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00074
-93.78148593,42.01763121,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1646,5/8/2025,0.201,On,1110.6,7.500,-43.12,8.015,2.363,6.367,135.82,19.99,20.83,0,26,7.287,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.041,0.00011,5.553,1.765e-05,2.777,8.826e-06,19.81,0.0081,0.00,0.00,33.32,0.00011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00041
-93.78147982,42.01762653,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1647,5/8/2025,0.200,On,1110.6,2.500,-45.62,8.013,2.350,5.884,135.72,19.99,20.98,0,26,2.428,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.049,3.536e-05,5.593,5.894e-06,2.797,2.947e-06,19.95,0.0027,0.00,0.00,33.56,3.536e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00013
-93.78171882,42.01971587,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1648,5/8/2025,0.199,On,1114.4,5.000,-45.62,6.214,1.811,9.259,127.20,19.99,20.91,0,27,3.761,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.046,5.434e-05,5.576,9.056e-06,2.788,4.528e-06,19.89,0.0041,0.00,0.00,33.46,5.434e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00021
-93.78171360,42.01971268,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1649,5/8/2025,0.201,On,1114.4,1.250,-47.50,6.183,1.821,12.90,126.73,19.99,21.38,0,27,0.936,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.069,1.397e-05,5.702,2.328e-06,2.851,1.164e-06,20.34,0.0011,0.00,0.00,34.21,1.397e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.225e-05
-93.78136676,42.01953274,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1650,5/8/2025,0.196,On,1116.2,2.500,24.37,7.977,2.290,7.388,125.27,19.99,20.31,0,28,2.414,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.016,3.337e-05,5.417,5.562e-06,2.708,2.781e-06,19.32,0.0025,0.00,0.00,32.50,3.337e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00013
-93.78135967,42.01952907,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1651,5/8/2025,0.209,On,1116.3,6.250,26.25,7.997,2.451,7.502,125.31,19.99,20.39,0,28,6.057,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.019,8.961e-05,5.437,1.494e-05,2.718,7.468e-06,19.40,0.0068,0.00,0.00,32.62,8.961e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00035
-93.78135252,42.01952539,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1652,5/8/2025,0.195,On,1116.4,8.750,27.50,8.006,2.287,6.948,125.44,19.99,20.19,0,28,8.480,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.010,0.00012,5.385,1.933e-05,2.693,9.663e-06,19.21,0.0088,0.00,0.00,32.31,0.00012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00046
