Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.77568587,42.02122856,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,163,5/7/2025,0.406,On,1129.9,61.25,-1.250,5.448,3.244,4.315,1.482,56.49,55.93,0,5,40.44,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.475,0.0014,0.00,0.00,0.00,0.00,0.00,0.0046
-93.77568508,42.02125059,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,164,5/7/2025,0.999,On,1129.8,60.00,-1.875,5.466,8.008,3.946,1.153,56.49,55.64,0,5,39.75,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.462,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568453,42.02127273,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,165,5/7/2025,1.000,On,1129.8,58.75,-1.250,5.476,8.027,3.913,0.784,56.49,55.71,0,5,38.98,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.465,0.0033,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568419,42.02129483,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,166,5/7/2025,1.001,On,1129.7,58.75,-1.250,5.485,8.044,4.068,0.706,56.49,55.91,0,5,39.02,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.474,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568393,42.02131703,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,167,5/7/2025,0.999,On,1129.6,58.75,-1.250,5.504,8.073,4.066,0.502,56.49,55.98,0,5,39.24,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.477,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568343,42.02133913,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,168,5/7/2025,1.001,On,1129.5,58.75,-1.250,5.521,8.095,3.964,0.227,56.49,55.85,0,5,39.26,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.471,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568353,42.02136121,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,169,5/7/2025,0.999,On,1129.5,58.75,-1.250,5.476,8.036,4.265,0.353,56.49,56.37,0,5,39.05,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.494,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568342,42.02138329,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,170,5/7/2025,1.000,On,1129.5,58.75,-1.250,5.484,8.049,4.179,0.408,56.49,56.34,0,5,39.08,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.493,0.0034,0.00,0.00,0.00,0.00,0.00,0.011
-93.77568343,42.02140075,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,171,5/7/2025,0.795,On,1129.4,58.75,-1.250,5.472,6.386,4.167,0.447,56.49,56.30,0,5,39.00,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.491,0.0027,0.00,0.00,0.00,0.00,0.00,0.0086
-93.77568345,42.02140508,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,172,5/7/2025,0.206,On,1129.4,48.75,3.750,5.436,1.637,4.398,0.462,56.49,56.62,0,5,32.01,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.505,0.00057,0.00,0.00,0.00,0.00,0.00,0.0018
-93.77568334,42.02140945,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,173,5/7/2025,0.199,On,1129.4,28.75,13.75,5.420,1.591,4.623,0.408,56.49,59.86,0,5,18.99,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.649,0.00035,0.00,0.00,0.00,0.00,0.00,0.0010
-93.77568329,42.02141380,M,TaskName 5/7/2025 (GreenStar 4 Monitor),Smackdown|Callisto|&Atrazine with 32%,174,5/7/2025,0.200,On,1129.3,6.250,23.75,5.413,1.591,4.722,0.392,56.49,60.85,0,5,4.108,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.693,7.682e-05,0.00,0.00,0.00,0.00,0.00,0.00023
